SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2017cpu
RA: 211.9688979
DECL: 9.6420343
MWEBV: 0.0238 +- 0.0012
FILTERS: griz
REDSHIFT_HELIO: 0.0544045 +- 0.0000099
REDSHIFT_FINAL: 0.0552505 +- 0.0000099
SEARCH_PEAKMJD: 57847.49753
HOSTGAL_LOGMASS: 10.709 +- 0.001
VPEC: -74.242
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 23
NVAR: 9
VARLIST:      MJD   FLT       FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57847.49753     g     11769.204        233.810    17.323     0.022  2.68
OBS:  57859.44537     g      7362.612        197.380    17.832     0.029  2.63
OBS:  57869.53148     g      3077.845        119.128    18.779     0.042  1.86
OBS:  57878.31643     g      1656.244        186.471    19.452     0.122  2.97
OBS:  57847.49791     r     10472.354        205.449    17.450     0.021  2.51
OBS:  57859.44576     r      7559.785        169.971    17.804     0.024  2.06
OBS:  57869.53189     r      5379.448        140.070    18.173     0.028  1.83
OBS:  57878.31683     r      3900.881        155.824    18.522     0.043  2.44
OBS:  57891.30952     r      2472.826        102.488    19.017     0.045  1.75
OBS:  57847.49827     i      6108.299        155.150    18.035     0.027  2.08
OBS:  57859.44613     i      4007.979        147.515    18.493     0.040  2.19
OBS:  57869.53224     i      3448.394        118.762    18.656     0.037  1.69
OBS:  57878.31718     i      4043.465        166.104    18.483     0.044  2.34
OBS:  57891.30987     i      1630.142        111.221    19.469     0.074  1.67
OBS:  57862.49854     i      3029.216         73.184    18.797     0.026  1.59
OBS:  57862.51117     i      3053.385         74.407    18.788     0.026  1.57
OBS:  57862.52373     i      2902.704         67.267    18.843     0.025  1.66
OBS:  57862.53620     i      3131.025         80.499    18.761     0.028  1.86
OBS:  57847.49864     z      5162.576        188.615    18.218     0.039  2.15
OBS:  57859.44649     z      3072.615        182.724    18.781     0.064  2.06
OBS:  57869.53260     z      2844.443        158.792    18.865     0.060  1.59
OBS:  57878.31753     z      3046.148        211.597    18.791     0.075  2.22
OBS:  57891.31024     z      1695.836        178.666    19.427     0.114  1.80
END:
